log_id,worker_id,shift,login_time,logout_time,shift_hours
LOG209235,W0344,Morning,2025-02-15 03:26:00,2025-02-15 12:26:00,9.0
LOG209237,W0442,Evening,2025-04-16 02:09:00,2025-04-16 09:09:00,7.0
LOG209238,W0152,Morning,2025-04-06 05:05:00,2025-04-06 14:05:00,9.0
LOG209240,W0179,Morning,2025-06-21 05:53:00,2025-06-21 14:53:00,9.0
LOG209242,W0113,Night,2025-03-27 06:52:00,2025-03-27 12:52:00,6.0
LOG209244,W0180,Evening,2025-04-15 07:28:00,2025-04-15 15:28:00,8.0
LOG209247,W0485,Morning,2025-01-17 07:58:00,2025-01-17 17:58:00,10.0
LOG209248,W0493,Morning,2025-01-20 21:27:00,2025-01-21 07:27:00,10.0
LOG209249,W0340,Morning,2025-04-02 22:34:00,2025-04-03 08:34:00,10.0
LOG209250,W0262,Night,2025-05-06 21:12:00,2025-05-07 07:12:00,10.0
LOG209251,W0303,Night,2025-03-11 10:07:00,2025-03-11 19:07:00,9.0
LOG209253,W0382,Evening,2025-05-09 02:30:00,2025-05-09 11:30:00,9.0
LOG209254,W0270,Night,2025-03-15 19:07:00,2025-03-16 01:07:00,6.0
LOG209255,W0499,Night,2025-03-21 21:26:00,2025-03-22 05:26:00,8.0
LOG209256,W0168,Evening,2025-05-27 08:03:00,2025-05-27 16:03:00,8.0
LOG209257,W0391,Night,2025-02-01 10:45:00,2025-02-01 20:45:00,10.0
LOG209258,W0238,Morning,2025-06-10 14:22:00,2025-06-10 21:22:00,7.0
LOG209259,W0267,Night,2025-02-19 10:51:00,2025-02-19 18:51:00,8.0
LOG209261,W0489,Evening,2025-06-01 03:28:00,2025-06-01 13:28:00,10.0
LOG209262,W0377,Morning,2025-06-15 13:39:00,2025-06-15 19:39:00,6.0
LOG209264,W0040,Night,2025-01-26 08:27:00,2025-01-26 16:27:00,8.0
LOG209265,W0386,Night,2025-01-06 13:03:00,2025-01-06 19:03:00,6.0
LOG209266,W0061,Night,2025-01-14 10:23:00,2025-01-14 16:23:00,6.0
LOG209268,W0432,Night,2025-01-03 10:19:00,2025-01-03 18:19:00,8.0
LOG209269,W0469,Night,2025-03-17 06:03:00,2025-03-17 13:03:00,7.0
LOG209270,W0275,Morning,2025-03-24 06:18:00,2025-03-24 14:18:00,8.0
LOG209271,W0419,Night,2025-06-27 09:01:00,2025-06-27 15:01:00,6.0
LOG209272,W0208,Night,2025-01-27 02:11:00,2025-01-27 08:11:00,6.0
LOG209273,W0066,Morning,2025-06-08 13:08:00,2025-06-08 22:08:00,9.0
LOG209275,W0264,Evening,2025-06-24 00:24:00,2025-06-24 07:24:00,7.0
LOG209277,W0004,Morning,2025-01-12 21:40:00,2025-01-13 04:40:00,7.0
LOG209278,W0032,Night,2025-05-03 12:59:00,2025-05-03 22:59:00,10.0
LOG209279,W0089,Morning,2025-01-23 17:18:00,2025-01-24 01:18:00,8.0
LOG209280,W0456,Night,2025-04-26 09:13:00,2025-04-26 15:13:00,6.0
LOG209281,W0001,Night,2025-04-08 13:49:00,2025-04-08 22:49:00,9.0
LOG209283,W0487,Evening,2025-03-27 11:46:00,2025-03-27 18:46:00,7.0
LOG209284,W0381,Evening,2025-03-12 08:01:00,2025-03-12 16:01:00,8.0
LOG209285,W0047,Evening,2025-02-26 00:14:00,2025-02-26 10:14:00,10.0
LOG209286,W0452,Night,2025-03-27 00:21:00,2025-03-27 09:21:00,9.0
LOG209287,W0123,Night,2025-06-01 23:50:00,2025-06-02 06:50:00,7.0
LOG209288,W0123,Night,2025-01-19 02:12:00,2025-01-19 09:12:00,7.0
LOG209289,W0367,Night,2025-05-07 04:15:00,2025-05-07 14:15:00,10.0
LOG209290,W0357,Evening,2025-05-10 15:44:00,2025-05-10 21:44:00,6.0
LOG209293,W0075,Evening,2025-01-24 05:49:00,2025-01-24 11:49:00,6.0
LOG209294,W0123,Morning,2025-04-28 06:46:00,2025-04-28 13:46:00,7.0
LOG209295,W0018,Morning,2025-03-17 09:10:00,2025-03-17 15:10:00,6.0
LOG209296,W0242,Evening,2025-04-19 03:28:00,2025-04-19 13:28:00,10.0
LOG209297,W0155,Night,2025-04-27 21:09:00,2025-04-28 06:09:00,9.0
LOG209298,W0158,Morning,2025-04-08 23:30:00,2025-04-09 09:30:00,10.0
LOG209299,W0103,Night,2025-05-06 18:51:00,2025-05-07 02:51:00,8.0
LOG209300,W0091,Night,2025-05-30 01:09:00,2025-05-30 10:09:00,9.0
LOG209301,W0368,Morning,2025-06-20 13:46:00,2025-06-20 22:46:00,9.0
LOG209302,W0053,Evening,2025-05-10 23:30:00,2025-05-11 05:30:00,6.0
LOG209304,W0264,Evening,2025-05-24 09:59:00,2025-05-24 15:59:00,6.0
LOG209305,W0027,Evening,2025-02-25 20:07:00,2025-02-26 03:07:00,7.0
LOG209306,W0147,Morning,2025-06-07 16:10:00,2025-06-08 01:10:00,9.0
LOG209307,W0277,Evening,2025-05-03 02:06:00,2025-05-03 09:06:00,7.0
LOG209308,W0371,Night,2025-01-03 07:26:00,2025-01-03 14:26:00,7.0
LOG209309,W0474,Night,2025-06-17 09:56:00,2025-06-17 18:56:00,9.0
LOG209311,W0423,Evening,2025-04-17 11:13:00,2025-04-17 18:13:00,7.0
LOG209312,W0476,Morning,2025-01-24 14:33:00,2025-01-25 00:33:00,10.0
LOG209314,W0147,Night,2025-06-23 23:36:00,2025-06-24 07:36:00,8.0
LOG209317,W0346,Evening,2025-01-11 20:47:00,2025-01-12 02:47:00,6.0
LOG209318,W0259,Evening,2025-04-08 17:46:00,2025-04-08 23:46:00,6.0
LOG209319,W0158,Evening,2025-04-07 20:17:00,2025-04-08 06:17:00,10.0
LOG209320,W0077,Night,2025-03-01 05:34:00,2025-03-01 12:34:00,7.0
LOG209321,W0133,Night,2025-01-03 19:27:00,2025-01-04 05:27:00,10.0
LOG209322,W0249,Morning,2025-01-24 23:27:00,2025-01-25 05:27:00,6.0
LOG209323,W0121,Night,2025-02-27 17:44:00,2025-02-28 00:44:00,7.0
LOG209324,W0177,Night,2025-02-20 09:05:00,2025-02-20 19:05:00,10.0
LOG209327,W0222,Evening,2025-03-20 20:21:00,2025-03-21 03:21:00,7.0
LOG209328,W0235,Evening,2025-01-03 23:34:00,2025-01-04 09:34:00,10.0
LOG209329,W0418,Evening,2025-01-13 00:46:00,2025-01-13 09:46:00,9.0
LOG209330,W0320,Night,2025-02-01 04:10:00,2025-02-01 14:10:00,10.0
LOG209331,W0061,Night,2025-05-24 17:24:00,2025-05-25 01:24:00,8.0
LOG209333,W0173,Morning,2025-05-16 13:34:00,2025-05-16 19:34:00,6.0
LOG209334,W0500,Morning,2025-03-08 10:33:00,2025-03-08 16:33:00,6.0
LOG209336,W0036,Night,2025-02-11 07:59:00,2025-02-11 16:59:00,9.0
LOG209337,W0422,Evening,2025-04-28 03:02:00,2025-04-28 12:02:00,9.0
LOG209338,W0400,Night,2025-05-26 22:20:00,2025-05-27 04:20:00,6.0
LOG209339,W0343,Night,2025-03-01 11:06:00,2025-03-01 20:06:00,9.0
LOG209340,W0187,Night,2025-06-18 09:01:00,2025-06-18 18:01:00,9.0
LOG209341,W0042,Night,2025-05-05 04:59:00,2025-05-05 10:59:00,6.0
LOG209343,W0124,Night,2025-06-21 13:16:00,2025-06-21 22:16:00,9.0
LOG209344,W0435,Night,2025-01-15 14:40:00,2025-01-15 23:40:00,9.0
LOG209345,W0484,Morning,2025-06-25 17:31:00,2025-06-26 00:31:00,7.0
LOG209346,W0282,Night,2025-05-16 06:06:00,2025-05-16 12:06:00,6.0
LOG209347,W0131,Morning,2025-01-01 17:29:00,2025-01-02 01:29:00,8.0
LOG209349,W0345,Night,2025-05-20 22:04:00,2025-05-21 06:04:00,8.0
LOG209350,W0211,Night,2025-01-11 03:22:00,2025-01-11 09:22:00,6.0
LOG209351,W0079,Night,2025-05-01 23:49:00,2025-05-02 06:49:00,7.0
LOG209352,W0314,Morning,2025-04-17 08:51:00,2025-04-17 15:51:00,7.0
LOG209354,W0470,Evening,2025-04-04 13:51:00,2025-04-04 22:51:00,9.0
LOG209355,W0090,Evening,2025-03-02 13:20:00,2025-03-02 19:20:00,6.0
LOG209356,W0196,Night,2025-01-06 11:47:00,2025-01-06 19:47:00,8.0
LOG209357,W0477,Morning,2025-06-14 01:40:00,2025-06-14 09:40:00,8.0
LOG209358,W0116,Morning,2025-04-22 05:30:00,2025-04-22 13:30:00,8.0
LOG209360,W0300,Evening,2025-02-14 16:26:00,2025-02-15 00:26:00,8.0
LOG209361,W0230,Night,2025-04-17 05:19:00,2025-04-17 12:19:00,7.0
LOG209362,W0450,Morning,2025-03-03 00:00:00,2025-03-03 09:00:00,9.0
LOG209363,W0040,Night,2025-02-07 19:28:00,2025-02-08 01:28:00,6.0
LOG209365,W0333,Night,2025-06-28 06:42:00,2025-06-28 13:42:00,7.0
LOG209366,W0200,Evening,2025-03-16 02:48:00,2025-03-16 11:48:00,9.0
LOG209367,W0177,Evening,2025-05-14 20:57:00,2025-05-15 06:57:00,10.0
LOG209368,W0266,Evening,2025-06-25 10:06:00,2025-06-25 19:06:00,9.0
LOG209369,W0165,Night,2025-05-21 03:05:00,2025-05-21 11:05:00,8.0
LOG209371,W0484,Morning,2025-04-13 07:00:00,2025-04-13 17:00:00,10.0
LOG209372,W0493,Evening,2025-02-17 03:56:00,2025-02-17 10:56:00,7.0
LOG209373,W0463,Night,2025-01-14 04:28:00,2025-01-14 14:28:00,10.0
LOG209374,W0190,Morning,2025-05-15 04:18:00,2025-05-15 14:18:00,10.0
LOG209378,W0474,Morning,2025-05-07 06:37:00,2025-05-07 13:37:00,7.0
LOG209379,W0198,Night,2025-05-28 20:28:00,2025-05-29 02:28:00,6.0
LOG209380,W0099,Night,2025-02-04 08:57:00,2025-02-04 15:57:00,7.0
LOG209382,W0422,Night,2025-03-15 04:59:00,2025-03-15 11:59:00,7.0
LOG209383,W0156,Night,2025-04-22 13:45:00,2025-04-22 22:45:00,9.0
LOG209384,W0255,Evening,2025-02-21 01:54:00,2025-02-21 08:54:00,7.0
LOG209386,W0070,Evening,2025-02-19 16:31:00,2025-02-20 01:31:00,9.0
LOG209388,W0305,Night,2025-06-06 22:28:00,2025-06-07 04:28:00,6.0
LOG209389,W0388,Night,2025-05-27 12:37:00,2025-05-27 18:37:00,6.0
LOG209390,W0272,Morning,2025-01-30 07:40:00,2025-01-30 13:40:00,6.0
LOG209391,W0202,Night,2025-06-10 05:21:00,2025-06-10 11:21:00,6.0
LOG209394,W0133,Night,2025-04-17 08:28:00,2025-04-17 18:28:00,10.0
LOG209396,W0234,Evening,2025-01-24 23:53:00,2025-01-25 05:53:00,6.0
LOG209397,W0206,Night,2025-06-26 11:17:00,2025-06-26 19:17:00,8.0
LOG209399,W0163,Night,2025-01-27 11:10:00,2025-01-27 21:10:00,10.0
LOG209400,W0479,Morning,2025-01-05 03:30:00,2025-01-05 10:30:00,7.0
LOG209401,W0243,Night,2025-06-17 02:35:00,2025-06-17 08:35:00,6.0
LOG209402,W0348,Morning,2025-06-27 19:29:00,2025-06-28 05:29:00,10.0
LOG209403,W0156,Evening,2025-03-23 00:46:00,2025-03-23 09:46:00,9.0
LOG209404,W0023,Night,2025-01-11 00:53:00,2025-01-11 10:53:00,10.0
LOG209407,W0398,Evening,2025-03-18 09:19:00,2025-03-18 17:19:00,8.0
LOG209408,W0026,Evening,2025-01-19 14:38:00,2025-01-20 00:38:00,10.0
LOG209409,W0490,Evening,2025-03-02 13:21:00,2025-03-02 22:21:00,9.0
LOG209410,W0455,Night,2025-05-02 20:03:00,2025-05-03 04:03:00,8.0
LOG209411,W0083,Morning,2025-05-18 09:23:00,2025-05-18 19:23:00,10.0
LOG209412,W0302,Morning,2025-04-03 18:10:00,2025-04-04 01:10:00,7.0
LOG209413,W0450,Evening,2025-03-16 06:57:00,2025-03-16 15:57:00,9.0
LOG209415,W0087,Evening,2025-02-06 00:39:00,2025-02-06 10:39:00,10.0
LOG209416,W0108,Evening,2025-04-09 23:56:00,2025-04-10 07:56:00,8.0
LOG209417,W0310,Night,2025-03-31 01:23:00,2025-03-31 07:23:00,6.0
LOG209418,W0042,Evening,2025-05-12 05:31:00,2025-05-12 13:31:00,8.0
LOG209420,W0089,Morning,2025-06-23 07:54:00,2025-06-23 13:54:00,6.0
LOG209422,W0180,Evening,2025-02-08 05:37:00,2025-02-08 14:37:00,9.0
LOG209423,W0298,Morning,2025-05-06 03:03:00,2025-05-06 11:03:00,8.0
LOG209425,W0335,Night,2025-03-05 01:22:00,2025-03-05 11:22:00,10.0
LOG209426,W0277,Evening,2025-03-02 08:54:00,2025-03-02 17:54:00,9.0
LOG209427,W0051,Night,2025-06-13 07:35:00,2025-06-13 16:35:00,9.0
LOG209428,W0021,Night,2025-04-25 02:36:00,2025-04-25 10:36:00,8.0
LOG209430,W0022,Evening,2025-04-24 21:55:00,2025-04-25 05:55:00,8.0
LOG209432,W0490,Morning,2025-02-28 06:38:00,2025-02-28 13:38:00,7.0
LOG209433,W0459,Night,2025-05-30 23:43:00,2025-05-31 07:43:00,8.0
LOG209434,W0319,Night,2025-04-24 21:41:00,2025-04-25 07:41:00,10.0
LOG209437,W0045,Evening,2025-03-01 05:28:00,2025-03-01 11:28:00,6.0
LOG209438,W0275,Morning,2025-06-11 19:49:00,2025-06-12 05:49:00,10.0
LOG209439,W0188,Morning,2025-05-18 13:49:00,2025-05-18 23:49:00,10.0
LOG209440,W0307,Evening,2025-05-21 16:18:00,2025-05-21 22:18:00,6.0
LOG209441,W0342,Morning,2025-05-26 16:48:00,2025-05-27 02:48:00,10.0
LOG209442,W0023,Night,2025-01-30 13:02:00,2025-01-30 20:02:00,7.0
LOG209444,W0057,Morning,2025-06-27 10:18:00,2025-06-27 17:18:00,7.0
LOG209445,W0451,Night,2025-03-10 21:47:00,2025-03-11 05:47:00,8.0
LOG209447,W0113,Evening,2025-05-21 07:55:00,2025-05-21 15:55:00,8.0
LOG209448,W0107,Morning,2025-01-30 22:44:00,2025-01-31 05:44:00,7.0
LOG209450,W0296,Evening,2025-04-16 09:38:00,2025-04-16 19:38:00,10.0
LOG209451,W0382,Night,2025-03-10 20:51:00,2025-03-11 04:51:00,8.0
LOG209452,W0080,Evening,2025-06-27 06:28:00,2025-06-27 12:28:00,6.0
LOG209453,W0296,Evening,2025-02-01 20:12:00,2025-02-02 03:12:00,7.0
LOG209454,W0264,Night,2025-06-06 14:08:00,2025-06-06 20:08:00,6.0
LOG209455,W0183,Night,2025-01-07 01:11:00,2025-01-07 07:11:00,6.0
LOG209457,W0187,Night,2025-05-11 16:36:00,2025-05-11 23:36:00,7.0
LOG209458,W0241,Evening,2025-04-16 13:31:00,2025-04-16 21:31:00,8.0
LOG209460,W0324,Evening,2025-06-13 12:01:00,2025-06-13 22:01:00,10.0
LOG209462,W0027,Evening,2025-06-26 19:44:00,2025-06-27 04:44:00,9.0
LOG209464,W0328,Morning,2025-05-27 00:10:00,2025-05-27 06:10:00,6.0
LOG209465,W0010,Night,2025-03-16 19:53:00,2025-03-17 01:53:00,6.0
LOG209466,W0357,Morning,2025-03-11 15:46:00,2025-03-12 00:46:00,9.0
LOG209467,W0381,Evening,2025-05-06 07:38:00,2025-05-06 16:38:00,9.0
LOG209468,W0143,Morning,2025-03-18 18:16:00,2025-03-19 02:16:00,8.0
LOG209469,W0393,Night,2025-05-02 17:10:00,2025-05-02 23:10:00,6.0
LOG209471,W0433,Night,2025-04-27 23:59:00,2025-04-28 08:59:00,9.0
LOG209472,W0401,Evening,2025-03-13 18:39:00,2025-03-14 01:39:00,7.0
LOG209474,W0224,Evening,2025-05-10 21:40:00,2025-05-11 06:40:00,9.0
LOG209476,W0266,Morning,2025-04-09 21:12:00,2025-04-10 05:12:00,8.0
LOG209477,W0171,Night,2025-04-23 21:23:00,2025-04-24 06:23:00,9.0
LOG209478,W0094,Night,2025-01-19 08:15:00,2025-01-19 18:15:00,10.0
LOG209479,W0265,Evening,2025-06-29 19:43:00,2025-06-30 02:43:00,7.0
LOG209480,W0365,Night,2025-05-22 10:37:00,2025-05-22 18:37:00,8.0
LOG209481,W0225,Night,2025-02-02 21:48:00,2025-02-03 06:48:00,9.0
LOG209482,W0217,Morning,2025-01-14 04:53:00,2025-01-14 10:53:00,6.0
LOG209483,W0424,Night,2025-01-16 18:24:00,2025-01-17 04:24:00,10.0
LOG209484,W0396,Evening,2025-05-14 04:58:00,2025-05-14 10:58:00,6.0
LOG209486,W0417,Night,2025-06-17 17:59:00,2025-06-18 01:59:00,8.0
LOG209488,W0373,Evening,2025-02-01 13:55:00,2025-02-01 22:55:00,9.0
LOG209489,W0030,Night,2025-05-18 13:13:00,2025-05-18 23:13:00,10.0
LOG209490,W0183,Morning,2025-01-19 15:56:00,2025-01-20 01:56:00,10.0
LOG209491,W0426,Night,2025-03-10 23:59:00,2025-03-11 07:59:00,8.0
LOG209492,W0209,Morning,2025-03-27 04:42:00,2025-03-27 14:42:00,10.0
LOG209494,W0024,Evening,2025-01-30 21:14:00,2025-01-31 05:14:00,8.0
LOG209495,W0360,Evening,2025-03-28 12:40:00,2025-03-28 22:40:00,10.0
LOG209498,W0117,Evening,2025-06-12 07:37:00,2025-06-12 14:37:00,7.0
LOG209499,W0391,Night,2025-02-01 07:46:00,2025-02-01 17:46:00,10.0
LOG209500,W0241,Morning,2025-03-12 03:37:00,2025-03-12 10:37:00,7.0
LOG209501,W0278,Night,2025-04-22 09:16:00,2025-04-22 15:16:00,6.0
LOG209502,W0091,Morning,2025-02-09 01:26:00,2025-02-09 07:26:00,6.0
LOG209503,W0135,Morning,2025-01-08 09:47:00,2025-01-08 17:47:00,8.0
LOG209504,W0044,Night,2025-06-22 05:50:00,2025-06-22 15:50:00,10.0
LOG209505,W0070,Evening,2025-01-04 13:34:00,2025-01-04 21:34:00,8.0
LOG209506,W0097,Night,2025-05-24 12:36:00,2025-05-24 21:36:00,9.0
LOG209507,W0177,Evening,2025-06-17 07:57:00,2025-06-17 14:57:00,7.0
LOG209511,W0279,Night,2025-05-08 12:20:00,2025-05-08 18:20:00,6.0
LOG209512,W0467,Night,2025-05-01 08:04:00,2025-05-01 15:04:00,7.0
LOG209513,W0081,Night,2025-06-23 21:23:00,2025-06-24 04:23:00,7.0
LOG209514,W0359,Night,2025-06-07 00:58:00,2025-06-07 06:58:00,6.0
LOG209515,W0331,Night,2025-04-19 06:29:00,2025-04-19 13:29:00,7.0
LOG209516,W0324,Night,2025-05-14 22:51:00,2025-05-15 05:51:00,7.0
LOG209517,W0246,Morning,2025-02-16 01:51:00,2025-02-16 09:51:00,8.0
LOG209518,W0193,Night,2025-05-05 16:32:00,2025-05-06 02:32:00,10.0
LOG209520,W0316,Morning,2025-03-17 05:35:00,2025-03-17 15:35:00,10.0
LOG209521,W0319,Morning,2025-05-31 11:24:00,2025-05-31 17:24:00,6.0
LOG209522,W0424,Evening,2025-05-11 11:17:00,2025-05-11 20:17:00,9.0
LOG209523,W0131,Night,2025-05-25 03:31:00,2025-05-25 13:31:00,10.0
LOG209524,W0310,Morning,2025-05-27 05:35:00,2025-05-27 15:35:00,10.0
LOG209525,W0049,Night,2025-06-21 21:46:00,2025-06-22 03:46:00,6.0
LOG209526,W0182,Night,2025-01-13 18:58:00,2025-01-14 03:58:00,9.0
LOG209527,W0174,Night,2025-05-27 12:28:00,2025-05-27 19:28:00,7.0
LOG209528,W0174,Night,2025-03-22 19:21:00,2025-03-23 03:21:00,8.0
LOG209529,W0091,Morning,2025-05-19 09:24:00,2025-05-19 19:24:00,10.0
LOG209530,W0356,Evening,2025-01-10 11:31:00,2025-01-10 17:31:00,6.0
LOG209531,W0435,Evening,2025-04-25 09:10:00,2025-04-25 17:10:00,8.0
LOG209532,W0426,Evening,2025-03-13 15:40:00,2025-03-13 23:40:00,8.0
LOG209533,W0061,Night,2025-04-06 00:13:00,2025-04-06 10:13:00,10.0
LOG209535,W0222,Evening,2025-04-29 15:32:00,2025-04-29 22:32:00,7.0
LOG209536,W0259,Evening,2025-04-07 22:30:00,2025-04-08 07:30:00,9.0
LOG209538,W0203,Evening,2025-04-21 22:56:00,2025-04-22 04:56:00,6.0
LOG209539,W0189,Night,2025-01-05 00:31:00,2025-01-05 06:31:00,6.0
LOG209540,W0444,Morning,2025-05-20 12:28:00,2025-05-20 22:28:00,10.0
LOG209541,W0344,Evening,2025-02-28 04:27:00,2025-02-28 11:27:00,7.0
LOG209542,W0376,Evening,2025-03-23 19:23:00,2025-03-24 02:23:00,7.0
LOG209543,W0223,Night,2025-06-12 02:39:00,2025-06-12 10:39:00,8.0
LOG209546,W0182,Night,2025-01-11 20:53:00,2025-01-12 04:53:00,8.0
LOG209547,W0454,Evening,2025-02-20 22:50:00,2025-02-21 04:50:00,6.0
LOG209548,W0382,Night,2025-02-22 06:10:00,2025-02-22 16:10:00,10.0
LOG209549,W0378,Night,2025-06-09 12:00:00,2025-06-09 22:00:00,10.0
LOG209551,W0449,Night,2025-01-12 06:46:00,2025-01-12 14:46:00,8.0
LOG209552,W0110,Morning,2025-01-02 20:20:00,2025-01-03 02:20:00,6.0
LOG209553,W0291,Evening,2025-01-15 16:40:00,2025-01-15 23:40:00,7.0
LOG209554,W0482,Night,2025-06-11 10:38:00,2025-06-11 20:38:00,10.0
LOG209555,W0358,Morning,2025-01-23 16:33:00,2025-01-24 02:33:00,10.0
LOG209556,W0159,Night,2025-05-25 21:28:00,2025-05-26 06:28:00,9.0
LOG209558,W0441,Night,2025-03-06 21:58:00,2025-03-07 03:58:00,6.0
LOG209560,W0193,Night,2025-03-06 21:34:00,2025-03-07 04:34:00,7.0
LOG209561,W0153,Night,2025-03-18 11:59:00,2025-03-18 20:59:00,9.0
LOG209563,W0269,Night,2025-01-17 02:32:00,2025-01-17 08:32:00,6.0
LOG209565,W0134,Morning,2025-01-10 09:59:00,2025-01-10 15:59:00,6.0
LOG209567,W0063,Morning,2025-05-12 14:51:00,2025-05-13 00:51:00,10.0
LOG209570,W0287,Night,2025-04-29 18:13:00,2025-04-30 03:13:00,9.0
LOG209571,W0045,Night,2025-05-31 04:18:00,2025-05-31 10:18:00,6.0
LOG209572,W0166,Night,2025-04-14 02:56:00,2025-04-14 08:56:00,6.0
LOG209573,W0486,Morning,2025-03-22 08:20:00,2025-03-22 14:20:00,6.0
LOG209574,W0384,Night,2025-05-05 04:57:00,2025-05-05 13:57:00,9.0
LOG209575,W0069,Night,2025-01-06 07:50:00,2025-01-06 14:50:00,7.0
LOG209576,W0104,Night,2025-06-13 03:05:00,2025-06-13 11:05:00,8.0
LOG209577,W0137,Night,2025-06-07 20:29:00,2025-06-08 02:29:00,6.0
LOG209578,W0087,Night,2025-03-17 02:28:00,2025-03-17 12:28:00,10.0
LOG209579,W0134,Night,2025-05-31 13:14:00,2025-05-31 23:14:00,10.0
LOG209580,W0165,Evening,2025-05-15 09:03:00,2025-05-15 15:03:00,6.0
LOG209581,W0120,Evening,2025-01-26 06:23:00,2025-01-26 16:23:00,10.0
LOG209582,W0311,Evening,2025-05-05 00:16:00,2025-05-05 06:16:00,6.0
LOG209583,W0239,Evening,2025-01-19 19:22:00,2025-01-20 03:22:00,8.0
LOG209586,W0246,Morning,2025-05-21 20:29:00,2025-05-22 06:29:00,10.0
LOG209588,W0209,Night,2025-03-04 00:46:00,2025-03-04 07:46:00,7.0
LOG209589,W0320,Night,2025-06-12 09:52:00,2025-06-12 18:52:00,9.0
LOG209590,W0069,Evening,2025-05-06 16:44:00,2025-05-07 01:44:00,9.0
LOG209593,W0440,Night,2025-06-20 18:25:00,2025-06-21 01:25:00,7.0
LOG209594,W0260,Night,2025-02-27 02:37:00,2025-02-27 11:37:00,9.0
LOG209595,W0330,Evening,2025-05-22 01:10:00,2025-05-22 10:10:00,9.0
LOG209596,W0133,Night,2025-03-22 07:58:00,2025-03-22 16:58:00,9.0
LOG209597,W0238,Morning,2025-04-05 11:15:00,2025-04-05 20:15:00,9.0
LOG209598,W0462,Morning,2025-04-28 00:22:00,2025-04-28 08:22:00,8.0
LOG209599,W0478,Morning,2025-02-03 23:08:00,2025-02-04 07:08:00,8.0
LOG209600,W0294,Night,2025-04-19 22:55:00,2025-04-20 04:55:00,6.0
LOG209601,W0061,Morning,2025-02-25 15:11:00,2025-02-25 23:11:00,8.0
LOG209602,W0310,Night,2025-06-11 22:42:00,2025-06-12 07:42:00,9.0
LOG209603,W0123,Morning,2025-04-29 04:55:00,2025-04-29 11:55:00,7.0
LOG209604,W0136,Night,2025-06-05 08:16:00,2025-06-05 16:16:00,8.0
LOG209607,W0008,Morning,2025-05-19 21:37:00,2025-05-20 06:37:00,9.0
LOG209608,W0459,Night,2025-03-22 21:26:00,2025-03-23 04:26:00,7.0
LOG209611,W0032,Evening,2025-04-24 20:34:00,2025-04-25 05:34:00,9.0
LOG209612,W0498,Morning,2025-04-18 04:09:00,2025-04-18 11:09:00,7.0
LOG209614,W0149,Night,2025-05-22 09:46:00,2025-05-22 17:46:00,8.0
LOG209616,W0112,Night,2025-05-04 22:50:00,2025-05-05 05:50:00,7.0
LOG209617,W0139,Night,2025-05-10 15:39:00,2025-05-11 00:39:00,9.0
LOG209618,W0286,Morning,2025-03-06 19:59:00,2025-03-07 02:59:00,7.0
LOG209621,W0402,Morning,2025-05-23 03:17:00,2025-05-23 12:17:00,9.0
LOG209622,W0264,Morning,2025-02-05 23:11:00,2025-02-06 07:11:00,8.0
LOG209624,W0419,Night,2025-06-06 01:20:00,2025-06-06 11:20:00,10.0
LOG209627,W0022,Night,2025-05-02 11:05:00,2025-05-02 17:05:00,6.0
LOG209628,W0184,Evening,2025-02-24 03:22:00,2025-02-24 09:22:00,6.0
LOG209629,W0183,Night,2025-05-07 20:29:00,2025-05-08 05:29:00,9.0
LOG209630,W0418,Night,2025-04-04 07:11:00,2025-04-04 13:11:00,6.0
LOG209632,W0039,Evening,2025-02-27 12:44:00,2025-02-27 21:44:00,9.0
LOG209633,W0374,Evening,2025-03-02 23:16:00,2025-03-03 08:16:00,9.0
LOG209634,W0187,Night,2025-06-10 22:05:00,2025-06-11 05:05:00,7.0
LOG209635,W0296,Night,2025-03-13 20:21:00,2025-03-14 05:21:00,9.0
LOG209636,W0397,Night,2025-03-01 19:37:00,2025-03-02 05:37:00,10.0
LOG209637,W0056,Night,2025-01-14 09:03:00,2025-01-14 19:03:00,10.0
LOG209638,W0026,Evening,2025-05-09 21:26:00,2025-05-10 05:26:00,8.0
LOG209640,W0238,Morning,2025-04-07 15:23:00,2025-04-08 01:23:00,10.0
LOG209641,W0192,Night,2025-04-07 16:03:00,2025-04-07 23:03:00,7.0
LOG209642,W0240,Evening,2025-06-05 07:22:00,2025-06-05 15:22:00,8.0
LOG209644,W0291,Night,2025-04-03 09:47:00,2025-04-03 16:47:00,7.0
LOG209646,W0384,Night,2025-02-05 11:52:00,2025-02-05 20:52:00,9.0
LOG209647,W0235,Morning,2025-03-20 20:31:00,2025-03-21 02:31:00,6.0
LOG209649,W0102,Morning,2025-01-22 15:45:00,2025-01-23 00:45:00,9.0
LOG209651,W0004,Night,2025-05-03 13:16:00,2025-05-03 21:16:00,8.0
LOG209652,W0300,Night,2025-01-10 17:51:00,2025-01-10 23:51:00,6.0
LOG209653,W0409,Night,2025-03-27 10:49:00,2025-03-27 16:49:00,6.0
LOG209655,W0145,Night,2025-06-19 16:31:00,2025-06-20 00:31:00,8.0
LOG209657,W0259,Night,2025-04-09 02:35:00,2025-04-09 09:35:00,7.0
LOG209658,W0182,Evening,2025-03-14 05:52:00,2025-03-14 11:52:00,6.0
LOG209659,W0290,Morning,2025-01-22 16:33:00,2025-01-22 22:33:00,6.0
LOG209661,W0355,Night,2025-04-21 04:35:00,2025-04-21 14:35:00,10.0
