operation_id,date,worker_id,shift_id,zone,items_picked,error_count
OP108531,2025-05-30,W0280,S2,A,6.0,1
OP108532,2025-02-16,W0476,S1,B,45.0,1
OP108533,2025-03-17,W0216,S2,D,35.0,1
OP108536,2025-02-09,W0321,S1,A,40.0,0
OP108537,2025-02-07,W0395,S2,D,39.0,0
OP108538,2025-04-16,W0081,S1,A,12.0,0
OP108543,2025-04-03,W0500,S2,D,31.0,1
OP108545,2025-03-31,W0084,S2,A,36.0,0
OP108547,2025-06-09,W0138,S1,C,8.0,0
OP108550,2025-01-01,W0231,S2,E,30.0,0
OP108551,2025-02-13,W0105,S1,B,30.0,0
OP108555,2025-06-10,W0485,S2,A,42.0,0
OP108556,2025-02-20,W0321,S1,A,23.0,0
OP108557,2025-03-19,W0259,S3,A,30.0,0
OP108559,2025-01-23,W0137,S2,B,43.0,1
OP108564,2025-01-19,W0361,S2,D,45.0,0
OP108567,2025-03-04,W0407,S2,B,30.0,1
OP108568,2025-01-06,W0444,S3,A,39.0,1
OP108569,2025-01-19,W0044,S1,C,45.0,0
OP108570,2025-06-08,W0024,S2,D,28.0,1
OP108579,2025-01-12,W0345,S1,A,2.0,0
OP108581,2025-02-06,W0273,S3,E,27.0,0
OP108582,2025-02-05,W0036,S3,B,28.0,0
OP108585,2025-03-15,W0287,S1,D,33.0,0
OP108586,2025-01-27,W0333,S3,B,30.0,0
OP108587,2025-05-10,W0257,S3,A,7.0,0
OP108588,2025-06-14,W0300,S3,E,31.0,1
OP108591,2025-04-06,W0224,S2,B,23.0,0
OP108595,2025-01-22,W0478,S2,D,33.0,0
OP108600,2025-04-16,W0200,S2,D,45.0,1
OP108601,2025-01-12,W0264,S2,C,31.0,0
OP108603,2025-05-14,W0209,S2,A,15.0,0
OP108604,2025-02-13,W0065,S2,D,24.0,1
OP108608,2025-01-16,W0188,S1,B,3.0,0
OP108609,2025-03-01,W0105,S2,C,38.0,1
OP108611,2025-03-25,W0184,S3,D,20.0,0
OP108612,2025-02-17,W0420,S2,B,32.0,0
OP108613,2025-01-22,W0168,S2,D,32.0,0
OP108614,2025-01-05,W0083,S2,A,18.0,0
OP108615,2025-06-02,W0498,S3,E,36.0,1
OP108616,2025-02-08,W0172,S3,B,44.0,0
OP108619,2025-02-28,W0340,S3,E,33.0,0
OP108626,2025-02-23,W0053,S1,C,6.0,0
OP108631,2025-01-18,W0310,S2,B,21.0,0
OP108635,2025-03-04,W0406,S3,A,49.0,0
OP108636,2025-02-07,W0026,S2,A,6.0,1
OP108638,2025-06-10,W0332,S3,A,38.0,0
OP108639,2025-03-27,W0152,S1,A,20.0,0
OP108640,2025-03-22,W0330,S2,B,4.0,0
OP108641,2025-01-13,W0181,S2,B,4.0,0
OP108644,2025-04-02,W0236,S3,D,16.0,0
OP108645,2025-05-25,W0166,S2,E,13.0,0
OP108647,2025-01-29,W0304,S3,B,21.0,0
OP108651,2025-06-12,W0129,S2,D,31.0,0
OP108652,2025-03-27,W0019,S3,B,33.0,0
OP108653,2025-01-28,W0229,S1,A,21.0,1
OP108654,2025-05-21,W0170,S2,C,48.0,0
OP108655,2025-02-26,W0226,S2,C,27.0,0
OP108656,2025-05-23,W0065,S2,A,38.0,1
OP108658,2025-01-12,W0035,S3,C,28.0,0
OP108659,2025-02-15,W0122,S3,D,5.0,1
OP108660,2025-04-25,W0309,S2,A,35.0,0
OP108662,2025-04-12,W0443,S2,A,44.0,0
OP108664,2025-01-23,W0488,S1,A,25.0,0
OP108667,2025-02-11,W0452,S3,C,26.0,0
OP108668,2025-05-01,W0415,S1,A,24.0,0
OP108670,2025-02-07,W0290,S2,A,3.0,0
OP108672,2025-05-07,W0375,S2,A,37.0,0
OP108675,2025-06-14,W0472,S3,E,7.0,0
OP108678,2025-04-10,W0345,S2,D,16.0,0
OP108680,2025-04-05,W0086,S3,B,30.0,1
OP108681,2025-06-11,W0494,S2,E,49.0,1
OP108683,2025-03-02,W0179,S2,B,30.0,0
OP108685,2025-01-29,W0167,S1,E,28.0,0
OP108687,2025-06-24,W0121,S2,A,22.0,0
OP108690,2025-03-02,W0325,S1,A,40.0,0
OP108691,2025-03-23,W0454,S2,C,1.0,0
OP108692,2025-02-06,W0233,S2,A,29.0,0
OP108694,2025-04-28,W0168,S1,C,29.0,0
OP108695,2025-03-15,W0142,S1,A,1.0,0
OP108697,2025-05-05,W0131,S3,D,16.0,0
OP108699,2025-04-30,W0341,S1,C,43.0,0
OP108701,2025-03-29,W0418,S2,A,49.0,0
OP108702,2025-05-18,W0224,S2,C,29.0,0
OP108704,2025-01-20,W0386,S2,E,14.0,0
OP108710,2025-01-20,W0129,S2,C,34.0,0
OP108712,2025-05-30,W0393,S2,B,16.0,0
OP108714,2025-05-08,W0294,S2,D,19.0,0
OP108716,2025-06-15,W0291,S2,C,48.0,1
OP108717,2025-03-31,W0420,S2,D,23.0,0
OP108718,2025-06-04,W0210,S3,B,6.0,1
OP108720,2025-01-03,W0315,S2,C,19.0,0
OP108721,2025-01-09,W0044,S3,E,33.0,0
OP108722,2025-01-27,W0274,S2,C,28.0,0
OP108726,2025-04-30,W0025,S3,E,8.0,1
OP108728,2025-02-21,W0152,S2,D,40.0,0
OP108731,2025-03-16,W0182,S2,E,22.0,0
OP108733,2025-04-24,W0342,S3,C,24.0,0
OP108737,2025-04-22,W0206,S3,C,2.0,0
OP108739,2025-02-19,W0330,S2,E,49.0,0
OP108740,2025-03-01,W0187,S3,A,12.0,0
OP108742,2025-01-28,W0176,S2,B,1.0,1
OP108748,2025-04-25,W0430,S1,D,36.0,0
OP108750,2025-03-17,W0225,S2,E,13.0,0
OP108751,2025-01-16,W0467,S1,E,45.0,0
OP108753,2025-01-07,W0104,S3,E,22.0,1
OP108754,2025-01-12,W0293,S2,D,7.0,1
OP108756,2025-03-02,W0398,S2,A,23.0,0
OP108757,2025-05-31,W0321,S2,B,12.0,0
OP108759,2025-01-05,W0260,S2,C,12.0,0
OP108761,2025-01-20,W0471,S2,E,12.0,1
OP108769,2025-05-11,W0148,S3,C,28.0,0
OP108771,2025-03-25,W0391,S1,E,2.0,1
OP108773,2025-03-14,W0249,S2,D,42.0,0
OP108774,2025-01-17,W0364,S1,D,19.0,0
OP108775,2025-01-17,W0401,S3,E,16.0,0
OP108792,2025-01-30,W0316,S2,B,31.0,0
OP108793,2025-05-30,W0250,S1,B,20.0,0
OP108803,2025-05-02,W0204,S1,B,40.0,0
OP108806,2025-01-25,W0177,S2,D,7.0,0
OP108808,2025-05-23,W0340,S2,C,36.0,0
OP108809,2025-03-17,W0333,S3,E,49.0,0
OP108811,2025-05-31,W0192,S1,C,46.0,0
OP108812,2025-05-05,W0198,S1,B,43.0,0
OP108813,2025-06-22,W0179,S2,C,34.0,0
OP108814,2025-05-01,W0059,S2,E,47.0,0
OP108818,2025-01-24,W0119,S2,A,31.0,0
OP108819,2025-02-24,W0461,S3,B,3.0,0
OP108820,2025-03-09,W0106,S3,E,25.0,0
OP108821,2025-06-20,W0135,S2,A,10.0,0
OP108822,2025-04-09,W0241,S1,B,6.0,0
OP108823,2025-02-10,W0270,S2,C,32.0,0
OP108824,2025-01-11,W0014,S1,D,8.0,0
OP108825,2025-04-27,W0456,S3,C,48.0,0
OP108826,2025-02-19,W0015,S2,D,20.0,0
OP108827,2025-02-21,W0133,S1,D,41.0,0
OP108830,2025-04-01,W0360,S2,B,19.0,0
OP108831,2025-04-21,W0253,S1,E,12.0,0
OP108833,2025-06-20,W0451,S1,D,47.0,0
OP108835,2025-01-19,W0056,S1,A,25.0,0
OP108836,2025-03-19,W0134,S1,C,45.0,0
OP108837,2025-05-22,W0042,S3,A,10.0,0
OP108839,2025-04-27,W0194,S3,D,17.0,0
OP108841,2025-01-29,W0230,S1,E,30.0,0
OP108842,2025-02-12,W0194,S2,B,12.0,0
OP108843,2025-03-14,W0261,S3,C,47.0,0
OP108844,2025-04-13,W0371,S2,C,46.0,1
OP108846,2025-06-26,W0078,S3,A,41.0,1
OP108849,2025-04-22,W0403,S3,A,44.0,0
OP108850,2025-01-30,W0010,S3,B,8.0,0
OP108852,2025-06-04,W0325,S3,B,39.0,0
OP108853,2025-01-18,W0088,S2,D,48.0,0
OP108854,2025-05-23,W0176,S2,D,2.0,0
OP108855,2025-05-25,W0464,S1,D,41.0,0
OP108857,2025-02-16,W0193,S2,B,11.0,0
OP108863,2025-05-25,W0017,S2,D,14.0,0
OP108865,2025-03-13,W0003,S2,C,23.0,0
OP108866,2025-06-18,W0122,S1,C,12.0,0
OP108870,2025-06-27,W0401,S3,D,4.0,0
OP108871,2025-01-11,W0083,S1,A,25.0,0
OP108872,2025-02-02,W0182,S2,D,18.0,0
OP108873,2025-05-19,W0132,S3,C,43.0,0
OP108874,2025-06-04,W0085,S1,E,16.0,1
OP108880,2025-03-19,W0435,S1,E,16.0,0
OP108882,2025-06-19,W0114,S2,A,47.0,0
OP108883,2025-03-13,W0472,S2,A,36.0,1
OP108885,2025-06-26,W0203,S3,B,20.0,0
OP108888,2025-05-21,W0076,S1,E,8.0,0
OP108891,2025-01-08,W0186,S3,C,20.0,0
OP108893,2025-05-21,W0267,S2,B,33.0,0
OP108895,2025-06-05,W0097,S3,A,2.0,0
OP108896,2025-04-09,W0349,S3,E,36.0,0
OP108897,2025-04-26,W0172,S3,B,30.0,1
OP108899,2025-05-06,W0164,S1,C,46.0,0
OP108901,2025-05-19,W0166,S2,B,9.0,0
OP108902,2025-04-08,W0299,S2,C,45.0,1
OP108904,2025-04-13,W0199,S2,D,21.0,0
OP108905,2025-05-31,W0153,S2,D,41.0,0
OP108907,2025-02-15,W0126,S1,B,45.0,0
OP108909,2025-01-25,W0162,S3,E,29.0,0
OP108911,2025-02-28,W0055,S3,D,37.0,0
OP108912,2025-03-12,W0205,S3,E,5.0,0
OP108913,2025-06-21,W0320,S2,A,8.0,1
OP108914,2025-03-24,W0370,S2,C,40.0,0
OP108917,2025-03-24,W0293,S3,C,42.0,1
OP108920,2025-05-13,W0131,S1,E,29.0,0
OP108921,2025-01-17,W0042,S1,C,32.0,1
OP108923,2025-01-26,W0206,S1,C,21.0,0
OP108925,2025-04-30,W0346,S2,B,34.0,0
OP108926,2025-04-15,W0361,S1,A,40.0,0
OP108927,2025-02-03,W0425,S1,D,45.0,0
OP108930,2025-04-23,W0144,S3,C,17.0,0
OP108931,2025-05-24,W0398,S2,A,46.0,0
OP108935,2025-06-04,W0220,S2,B,41.0,0
OP108937,2025-05-28,W0387,S2,C,8.0,1
OP108940,2025-06-24,W0112,S2,A,5.0,1
OP108941,2025-01-16,W0008,S3,A,26.0,0
OP108942,2025-04-03,W0396,S2,A,30.0,0
OP108947,2025-02-13,W0046,S2,A,46.0,0
OP108948,2025-02-11,W0401,S1,B,2.0,0
OP108949,2025-05-25,W0423,S2,B,26.0,1
OP108956,2025-03-04,W0282,S1,C,20.0,0
OP108959,2025-02-05,W0152,S1,D,8.0,0
OP108962,2025-02-03,W0089,S2,C,31.0,0
OP108964,2025-02-21,W0158,S1,B,48.0,0
OP108968,2025-02-12,W0104,S3,A,47.0,0
OP108970,2025-01-22,W0021,S2,B,32.0,1
OP108972,2025-02-24,W0038,S2,E,35.0,0
OP108976,2025-01-03,W0122,S2,C,32.0,1
OP108977,2025-06-16,W0401,S3,C,21.0,0
OP108978,2025-04-02,W0031,S2,E,25.0,1
OP108980,2025-04-19,W0045,S3,B,32.0,0
OP108982,2025-01-11,W0022,S2,B,30.0,1
OP108986,2025-01-16,W0298,S2,D,14.0,0
OP108987,2025-01-07,W0066,S2,B,45.0,0
OP108992,2025-05-02,W0230,S2,C,44.0,0
OP108994,2025-03-12,W0171,S2,A,35.0,0
OP108995,2025-06-29,W0390,S3,A,43.0,0
OP108996,2025-03-17,W0356,S1,C,39.0,0
OP108998,2025-02-27,W0131,S3,E,17.0,0
OP108999,2025-02-06,W0290,S2,C,21.0,0
OP109000,2025-01-15,W0121,S2,E,25.0,0
OP109004,2025-05-29,W0053,S2,A,18.0,0
OP109006,2025-06-09,W0068,S2,C,15.0,0
OP109009,2025-06-13,W0122,S1,D,26.0,0
OP109012,2025-03-13,W0067,S3,E,36.0,1
OP109017,2025-03-21,W0198,S3,B,1.0,1
OP109021,2025-01-18,W0393,S2,A,43.0,1
OP109022,2025-03-24,W0456,S2,E,8.0,0
OP109023,2025-03-31,W0046,S1,C,48.0,0
OP109025,2025-02-14,W0182,S2,C,2.0,0
OP109028,2025-05-15,W0107,S1,B,13.0,0
OP109031,2025-03-29,W0055,S2,E,37.0,0
OP109039,2025-03-29,W0443,S2,C,11.0,0
OP109041,2025-06-05,W0441,S1,D,45.0,0
OP109050,2025-06-25,W0330,S2,B,36.0,0
OP109052,2025-01-25,W0432,S1,D,25.0,1
OP109053,2025-04-16,W0251,S1,A,14.0,0
OP109059,2025-01-18,W0236,S1,D,9.0,1
OP109064,2025-04-12,W0460,S3,D,42.0,1
OP109069,2025-05-23,W0389,S3,B,38.0,0
OP109071,2025-04-01,W0004,S1,C,23.0,0
OP109072,2025-03-10,W0463,S1,D,1.0,1
OP109073,2025-04-22,W0498,S2,A,14.0,0
OP109075,2025-06-01,W0200,S3,A,6.0,0
OP109077,2025-01-06,W0112,S2,B,9.0,0
OP109078,2025-03-30,W0096,S2,D,5.0,0
OP109081,2025-03-02,W0044,S1,B,48.0,0
OP109086,2025-05-24,W0407,S2,B,30.0,1
OP109088,2025-04-03,W0249,S3,C,17.0,1
OP109091,2025-02-04,W0278,S2,C,26.0,0
OP109092,2025-01-04,W0328,S1,D,28.0,0
OP109093,2025-02-24,W0407,S1,C,48.0,1
OP109094,2025-04-06,W0284,S3,C,46.0,0
OP109095,2025-06-20,W0018,S3,B,20.0,0
OP109097,2025-06-24,W0177,S2,C,46.0,1
OP109099,2025-02-20,W0264,S1,D,40.0,0
OP109100,2025-04-03,W0030,S2,C,30.0,0
OP109102,2025-06-20,W0344,S2,E,11.0,0
OP109105,2025-05-14,W0065,S2,A,26.0,0
OP109107,2025-03-30,W0056,S1,C,39.0,0
OP109113,2025-03-02,W0194,S2,C,31.0,1
OP109116,2025-01-02,W0400,S3,B,4.0,1
OP109117,2025-06-01,W0265,S2,B,30.0,0
OP109120,2025-06-07,W0357,S2,C,35.0,1
OP109123,2025-05-02,W0326,S3,D,20.0,0
OP109124,2025-03-19,W0207,S3,B,40.0,1
OP109126,2025-05-27,W0157,S2,A,47.0,1
OP109127,2025-06-18,W0221,S2,E,5.0,0
OP109134,2025-04-01,W0478,S1,C,2.0,1
OP109138,2025-04-14,W0362,S2,C,18.0,1
OP109142,2025-02-06,W0417,S3,C,14.0,0
OP109143,2025-01-21,W0319,S3,D,23.0,0
OP109144,2025-04-07,W0292,S2,E,2.0,0
OP109148,2025-02-05,W0281,S3,C,49.0,1
OP109149,2025-04-21,W0072,S1,C,15.0,0
OP109153,2025-05-01,W0023,S3,C,46.0,1
OP109157,2025-02-04,W0153,S3,E,22.0,1
OP109158,2025-04-16,W0125,S3,B,30.0,0
OP109161,2025-05-29,W0477,S2,A,9.0,0
OP109162,2025-02-23,W0352,S1,A,49.0,1
OP109163,2025-03-12,W0329,S2,E,26.0,0
OP109169,2025-03-31,W0004,S2,E,34.0,0
OP109171,2025-01-21,W0137,S2,B,39.0,0
OP109173,2025-04-23,W0067,S3,D,31.0,1
OP109174,2025-03-09,W0125,S2,C,9.0,1
OP109176,2025-05-29,W0350,S1,B,22.0,0
OP109177,2025-02-06,W0285,S3,B,5.0,0
OP109179,2025-04-18,W0053,S2,D,35.0,0
OP109180,2025-02-19,W0204,S2,E,5.0,0
OP109184,2025-02-18,W0409,S3,E,9.0,0
OP109189,2025-03-30,W0409,S2,E,45.0,0
OP109193,2025-04-12,W0372,S3,E,15.0,0
OP109194,2025-01-25,W0248,S2,E,43.0,0
OP109196,2025-01-20,W0133,S1,D,12.0,0
OP109197,2025-01-08,W0479,S2,B,16.0,1
OP109198,2025-01-14,W0285,S2,E,49.0,0
OP109199,2025-04-24,W0478,S3,C,42.0,0
OP109202,2025-02-12,W0058,S1,B,2.0,1
OP109203,2025-05-17,W0342,S2,C,39.0,0
OP109204,2025-03-17,W0288,S3,C,28.0,0
OP109205,2025-05-20,W0269,S1,C,48.0,1
OP109206,2025-03-12,W0489,S1,C,42.0,1
OP109207,2025-06-07,W0247,S1,D,36.0,0
OP109208,2025-01-11,W0117,S2,B,41.0,0
OP109209,2025-04-02,W0297,S2,C,43.0,1
OP109211,2025-06-22,W0022,S3,C,23.0,0
OP109212,2025-04-15,W0305,S2,A,41.0,0
OP109213,2025-03-07,W0197,S2,D,12.0,0
OP109214,2025-04-17,W0500,S1,B,31.0,0
OP109215,2025-04-11,W0106,S2,C,43.0,1
OP109216,2025-05-13,W0432,S2,A,25.0,0
OP109217,2025-01-01,W0394,S2,A,20.0,0
OP109222,2025-03-20,W0279,S1,D,15.0,0
OP109224,2025-06-07,W0006,S2,A,6.0,0
OP109227,2025-04-30,W0205,S2,C,45.0,0
OP109228,2025-01-05,W0060,S2,D,47.0,0
OP109229,2025-03-26,W0403,S2,B,5.0,1
OP109232,2025-04-03,W0164,S1,C,39.0,0
OP109234,2025-01-27,W0143,S1,C,22.0,0
OP109235,2025-02-15,W0206,S1,A,22.0,1
OP109238,2025-04-06,W0093,S2,E,31.0,0
OP109239,2025-05-12,W0111,S2,D,24.0,1
OP109244,2025-04-15,W0461,S3,B,45.0,0
OP109245,2025-06-13,W0379,S2,A,7.0,0
OP109248,2025-01-20,W0469,S2,A,23.0,0
OP109249,2025-04-02,W0239,S2,B,26.0,1
OP109260,2025-06-11,W0177,S2,C,41.0,1
OP109262,2025-06-15,W0258,S2,A,49.0,0
OP109265,2025-01-06,W0043,S3,C,9.0,1
OP109266,2025-01-14,W0333,S3,B,41.0,0
OP109269,2025-03-17,W0226,S3,C,6.0,1
OP109270,2025-03-24,W0230,S2,B,32.0,0
OP109271,2025-06-27,W0089,S3,A,15.0,1
OP109272,2025-01-27,W0079,S2,A,28.0,0
OP109274,2025-05-20,W0405,S1,C,43.0,0
OP109280,2025-04-26,W0424,S2,C,39.0,1
OP109283,2025-03-27,W0032,S2,D,22.0,1
OP109284,2025-03-12,W0204,S2,E,4.0,0
OP109285,2025-02-26,W0392,S2,C,27.0,0
OP109287,2025-06-01,W0019,S3,B,8.0,1
OP109289,2025-05-07,W0021,S1,B,9.0,1
OP109293,2025-01-24,W0143,S3,D,25.0,1
OP109295,2025-03-17,W0059,S3,D,31.0,0
OP109297,2025-04-27,W0251,S3,E,37.0,0
OP109299,2025-05-06,W0048,S2,A,49.0,0
OP109302,2025-05-10,W0064,S2,A,49.0,0
OP109303,2025-05-04,W0293,S2,C,18.0,0
OP109306,2025-06-07,W0385,S3,E,34.0,0
OP109307,2025-05-03,W0425,S2,B,47.0,0
OP109309,2025-06-17,W0420,S2,B,23.0,0
OP109310,2025-02-15,W0470,S2,D,31.0,0
OP109312,2025-01-24,W0331,S2,B,24.0,0
OP109313,2025-04-21,W0099,S3,A,26.0,1
OP109316,2025-05-09,W0459,S1,D,42.0,0
OP109317,2025-01-11,W0116,S1,D,17.0,0
OP109319,2025-04-07,W0401,S3,B,2.0,1
OP109320,2025-03-01,W0076,S1,E,24.0,0
OP109322,2025-01-24,W0039,S3,D,45.0,1
OP109325,2025-06-07,W0249,S2,B,43.0,0
OP109326,2025-02-02,W0499,S2,D,36.0,0
OP109330,2025-02-01,W0456,S1,D,2.0,0
OP109332,2025-01-12,W0437,S3,E,10.0,0
OP109334,2025-03-08,W0187,S2,C,35.0,0
OP109335,2025-05-26,W0186,S1,A,17.0,0
OP109336,2025-02-11,W0466,S3,A,6.0,0
OP109337,2025-04-28,W0346,S1,A,40.0,1
OP109342,2025-06-10,W0245,S3,B,46.0,0
OP109347,2025-01-01,W0297,S3,C,22.0,0
OP109348,2025-06-18,W0012,S1,D,3.0,1
OP109350,2025-01-11,W0345,S1,C,43.0,1
OP109351,2025-05-01,W0032,S2,B,16.0,0
OP109353,2025-04-14,W0041,S2,A,34.0,0
OP109354,2025-04-04,W0138,S3,B,28.0,0
OP109358,2025-04-22,W0014,S1,D,38.0,0
OP109361,2025-04-17,W0259,S2,C,34.0,0
OP109362,2025-03-03,W0075,S2,A,36.0,0
OP109363,2025-02-07,W0400,S1,B,41.0,0
OP109364,2025-05-22,W0142,S1,B,46.0,0
OP109366,2025-03-16,W0299,S3,C,17.0,1
OP109372,2025-02-17,W0167,S2,A,43.0,0
OP109373,2025-01-14,W0350,S3,C,37.0,0
OP109375,2025-01-28,W0477,S3,D,13.0,0
OP109379,2025-05-28,W0184,S2,A,8.0,0
OP109380,2025-02-04,W0466,S2,E,49.0,0
OP109381,2025-06-25,W0254,S2,D,46.0,1
OP109382,2025-03-15,W0072,S2,B,17.0,0
OP109383,2025-04-22,W0336,S3,C,12.0,0
OP109384,2025-02-21,W0108,S3,B,42.0,0
OP109387,2025-05-22,W0115,S2,D,17.0,0
OP109388,2025-06-06,W0464,S3,A,12.0,0
OP109389,2025-05-27,W0228,S1,E,17.0,0
OP109390,2025-01-30,W0049,S1,C,49.0,0
OP109391,2025-06-10,W0156,S2,B,6.0,0
OP109395,2025-03-28,W0174,S3,A,23.0,1
OP109396,2025-01-24,W0209,S3,A,17.0,0
OP109398,2025-03-14,W0352,S2,C,15.0,0
OP109403,2025-03-23,W0464,S3,E,35.0,1
OP109405,2025-04-11,W0046,S2,D,31.0,0
OP109407,2025-03-18,W0088,S3,C,1.0,0
OP109413,2025-03-16,W0170,S3,C,41.0,0
OP109415,2025-02-06,W0044,S1,E,30.0,0
OP109419,2025-03-08,W0433,S3,E,27.0,0
OP109420,2025-06-23,W0414,S1,C,36.0,0
OP109423,2025-05-06,W0336,S2,A,4.0,0
OP109424,2025-05-18,W0183,S1,D,41.0,0
OP109429,2025-05-07,W0349,S1,B,23.0,0
OP109431,2025-06-14,W0381,S1,A,9.0,0
OP109432,2025-02-28,W0497,S3,C,14.0,0
OP109436,2025-03-18,W0129,S3,C,22.0,0
OP109440,2025-05-21,W0312,S3,A,2.0,0
OP109442,2025-01-30,W0104,S1,C,48.0,0
OP109443,2025-06-10,W0241,S3,B,25.0,0
OP109447,2025-05-21,W0425,S2,E,8.0,0
OP109449,2025-03-20,W0272,S2,B,9.0,0
OP109450,2025-04-16,W0027,S1,B,42.0,0
OP109453,2025-02-01,W0123,S3,B,48.0,1
OP109455,2025-01-07,W0365,S3,D,10.0,0
OP109456,2025-02-07,W0450,S2,D,34.0,1
OP109457,2025-05-11,W0079,S2,E,15.0,0
OP109458,2025-04-16,W0243,S3,D,7.0,0
OP109459,2025-06-10,W0373,S3,D,40.0,0
OP109460,2025-06-13,W0069,S2,A,2.0,0
OP109462,2025-06-26,W0141,S1,A,42.0,0
OP109463,2025-03-22,W0465,S2,C,7.0,0
OP109467,2025-05-06,W0056,S2,D,15.0,0
OP109470,2025-04-25,W0215,S1,E,23.0,0
OP109472,2025-03-13,W0016,S2,C,3.0,0
OP109473,2025-02-16,W0469,S2,D,45.0,0
OP109474,2025-05-10,W0144,S1,B,46.0,0
OP109475,2025-06-01,W0030,S3,D,30.0,1
OP109476,2025-04-09,W0269,S2,E,2.0,0
OP109481,2025-02-02,W0307,S3,D,13.0,1
OP109482,2025-01-14,W0012,S2,C,32.0,1
OP109484,2025-05-14,W0002,S3,C,19.0,0
OP109485,2025-01-29,W0478,S2,C,33.0,0
OP109486,2025-06-17,W0090,S2,D,6.0,0
OP109488,2025-02-01,W0068,S1,A,37.0,0
OP109489,2025-05-18,W0433,S2,C,15.0,0
OP109490,2025-01-19,W0413,S2,D,49.0,0
OP109491,2025-03-10,W0283,S2,D,36.0,0
OP109492,2025-03-27,W0160,S1,E,31.0,1
OP109493,2025-05-02,W0364,S2,E,39.0,1
OP109496,2025-04-24,W0013,S2,D,4.0,0
OP109497,2025-06-27,W0134,S2,C,18.0,1
OP109498,2025-06-12,W0349,S2,A,26.0,0
OP109499,2025-02-01,W0109,S3,C,46.0,0
OP109500,2025-03-12,W0088,S2,D,38.0,1
OP109501,2025-04-22,W0140,S3,B,19.0,0
OP109502,2025-02-09,W0016,S1,A,45.0,1
OP109508,2025-05-30,W0350,S3,A,32.0,0
OP109509,2025-03-11,W0217,S2,D,25.0,0
OP109516,2025-05-14,W0083,S1,A,15.0,1
OP109518,2025-05-05,W0389,S2,B,6.0,1
OP109528,2025-03-22,W0180,S2,E,25.0,0
OP109531,2025-04-25,W0471,S3,E,33.0,0
OP109534,2025-02-28,W0288,S1,B,9.0,0
OP109536,2025-04-07,W0395,S1,D,8.0,0
OP109538,2025-04-21,W0178,S1,B,3.0,1
OP109539,2025-01-05,W0121,S2,B,20.0,0
OP109545,2025-01-06,W0432,S3,C,12.0,0
OP109548,2025-02-22,W0221,S3,E,43.0,0
OP109549,2025-06-09,W0367,S2,A,35.0,0
OP109550,2025-01-26,W0275,S3,A,27.0,1
OP109551,2025-01-12,W0493,S2,C,16.0,0
OP109553,2025-01-15,W0339,S2,B,47.0,0
OP109556,2025-05-25,W0032,S3,C,12.0,0
OP109558,2025-03-06,W0393,S2,E,43.0,0
OP109559,2025-05-22,W0306,S2,A,31.0,1
OP109562,2025-01-15,W0317,S1,A,20.0,1
OP109563,2025-01-17,W0219,S2,B,11.0,0
OP109564,2025-02-22,W0238,S2,C,28.0,0
OP109565,2025-01-10,W0198,S2,E,16.0,1
OP109567,2025-05-12,W0197,S1,A,39.0,0
OP109568,2025-01-05,W0403,S3,A,30.0,0
OP109570,2025-04-29,W0447,S1,A,32.0,1
OP109572,2025-04-14,W0190,S3,A,36.0,0
OP109573,2025-03-22,W0203,S1,A,8.0,0
OP109575,2025-01-06,W0222,S3,C,15.0,0
OP109577,2025-06-07,W0051,S2,E,20.0,0
OP109579,2025-05-31,W0378,S2,D,11.0,0
OP109581,2025-01-26,W0399,S2,C,35.0,0
OP109582,2025-05-05,W0490,S2,A,18.0,1
OP109585,2025-02-13,W0041,S1,E,7.0,0
OP109588,2025-03-04,W0440,S3,B,1.0,0
OP109591,2025-01-29,W0439,S2,E,23.0,0
OP109593,2025-06-20,W0145,S1,B,36.0,0
OP109594,2025-02-27,W0366,S1,D,19.0,1
OP109596,2025-03-22,W0297,S1,E,29.0,0
OP109597,2025-04-05,W0090,S2,D,42.0,0
OP109599,2025-02-03,W0364,S1,B,20.0,0
OP109601,2025-02-25,W0414,S1,B,41.0,1
OP109603,2025-04-29,W0012,S1,D,31.0,0
OP109606,2025-04-06,W0043,S3,C,14.0,0
OP109607,2025-05-19,W0178,S1,E,3.0,0
OP109609,2025-01-03,W0466,S3,E,41.0,0
OP109610,2025-02-18,W0325,S2,C,4.0,0
OP109612,2025-04-18,W0050,S3,B,34.0,0
OP109615,2025-05-04,W0302,S2,A,41.0,0
OP109617,2025-05-10,W0083,S2,D,7.0,0
OP109619,2025-01-24,W0059,S2,C,18.0,0
OP109624,2025-06-06,W0266,S2,A,8.0,1
OP109625,2025-03-10,W0230,S3,D,3.0,0
OP109627,2025-05-02,W0152,S2,E,36.0,0
OP109629,2025-05-07,W0159,S2,A,24.0,1
OP109630,2025-04-04,W0454,S1,B,42.0,1
OP109632,2025-02-27,W0307,S2,A,38.0,0
OP109633,2025-03-02,W0187,S2,B,13.0,0
OP109638,2025-05-09,W0003,S2,D,24.0,1
OP109642,2025-06-05,W0412,S1,D,48.0,0
OP109643,2025-06-21,W0339,S2,C,35.0,0
OP109645,2025-05-03,W0468,S3,B,9.0,0
OP109646,2025-02-05,W0175,S2,C,36.0,0
OP109648,2025-06-09,W0466,S3,C,32.0,0
OP109651,2025-05-03,W0134,S2,A,8.0,0
OP109653,2025-03-27,W0438,S3,B,4.0,1
OP109655,2025-06-19,W0225,S1,B,37.0,0
